session,levels,pnl,is_bust,outcome,peak_margin,peak_equity_pct,opened_at,closed_at,trade_count
1,1,-0.163869,False,tp_hit,149.85,1.5,1577940960000.0,1577975040000.0,2
2,2,2.106555,False,tp_hit,349.36,3.5,1577983260000.0,1578036060000.0,3
3,2,2.298929,False,tp_hit,350.67,3.5,1578063660000.0,1578301320000.0,3
4,0,2.683962,False,tp_hit,50.05,0.5,1578301380000.0,1578308760000.0,1
5,1,-0.148251,False,tp_hit,149.9,1.5,1578322320000.0,1578405300000.0,2
6,0,2.689109,False,tp_hit,49.98,0.5,1578405300000.0,1578410580000.0,1
7,2,2.229272,False,tp_hit,349.76,3.5,1578471240000.0,1578488280000.0,3
8,0,2.701537,False,tp_hit,50.07,0.5,1578488280000.0,1578584460000.0,1
9,3,-1.21013,False,tp_hit,752.58,7.5,1578670800000.0,1578906240000.0,4
10,4,1.09224,False,tp_hit,1554.33,15.6,1579068660000.0,1579098000000.0,5
11,0,2.691424,False,tp_hit,50.06,0.5,1579098120000.0,1579187580000.0,1
12,1,-0.288069,False,tp_hit,149.81,1.5,1579256880000.0,1579268760000.0,2
13,5,-5.655281,False,tp_hit,3148.38,31.7,1579786980000.0,1579789320000.0,6
14,0,2.710799,False,tp_hit,49.98,0.5,1579789500000.0,1579793280000.0,1
15,0,2.71579,False,tp_hit,50.01,0.5,1579793400000.0,1579860240000.0,1
16,1,-0.206079,False,tp_hit,149.94,1.5,1580117400000.0,1580288820000.0,2
17,1,-0.226423,False,tp_hit,150.5,1.5,1580327400000.0,1580407140000.0,2
18,2,2.309655,False,tp_hit,350.91,3.5,1580471760000.0,1580481720000.0,3
19,0,2.714307,False,tp_hit,50.08,0.5,1580481780000.0,1580486460000.0,1
20,0,2.709141,False,tp_hit,50.05,0.5,1580486580000.0,1580720220000.0,1
21,0,2.714719,False,tp_hit,50.05,0.5,1580720280000.0,1580741520000.0,1
22,1,-0.275087,False,tp_hit,149.91,1.5,1580895360000.0,1580912700000.0,2
23,0,2.730629,False,tp_hit,50.06,0.5,1580912760000.0,1581002220000.0,1
24,0,2.736997,False,tp_hit,50.06,0.5,1581002280000.0,1581066000000.0,1
25,0,2.743437,False,tp_hit,50.13,0.5,1581066060000.0,1581342780000.0,1
26,0,2.749881,False,tp_hit,50.08,0.5,1581342900000.0,1581351720000.0,1
27,0,2.75628,False,tp_hit,50.11,0.5,1581351900000.0,1581428160000.0,1
28,0,2.76188,False,tp_hit,50.19,0.5,1581428160000.0,1581430920000.0,1
29,0,2.757478,False,tp_hit,50.16,0.5,1581431160000.0,1581519900000.0,1
30,1,-0.188343,False,tp_hit,150.27,1.5,1581527700000.0,1581595140000.0,2
31,3,-1.270109,False,tp_hit,751.71,7.5,1581697260000.0,1582028820000.0,4
32,0,2.782116,False,tp_hit,50.11,0.5,1582028880000.0,1582032960000.0,1
33,0,2.788249,False,tp_hit,50.22,0.5,1582033080000.0,1582040220000.0,1
34,0,2.78379,False,tp_hit,50.17,0.5,1582040280000.0,1582054740000.0,1
35,0,2.790689,False,tp_hit,50.25,0.5,1582054980000.0,1582207560000.0,1
36,4,0.661849,False,tp_hit,1559.57,15.6,1582296120000.0,1582296540000.0,5
37,2,1.466453,False,tp_hit,350.94,3.5,1582495260000.0,1582528140000.0,3
38,0,2.787475,False,tp_hit,50.26,0.5,1582528380000.0,1582534920000.0,1
39,0,2.781301,False,tp_hit,50.21,0.5,1582534980000.0,1582537800000.0,1
40,1,-0.243827,False,tp_hit,151.1,1.5,1582554420000.0,1582557000000.0,2
41,2,2.384346,False,tp_hit,352.29,3.5,1582645800000.0,1582647480000.0,3
42,0,2.771985,False,tp_hit,50.3,0.5,1582647540000.0,1582719120000.0,1
43,1,-0.291282,False,tp_hit,150.38,1.5,1582720980000.0,1582724880000.0,2
44,0,2.777712,False,tp_hit,50.32,0.5,1582724940000.0,1582734120000.0,1
45,0,2.7729,False,tp_hit,50.33,0.5,1582734240000.0,1582762020000.0,1
46,1,-0.286488,False,tp_hit,151.26,1.5,1582790820000.0,1582794000000.0,2
47,1,-0.219228,False,tp_hit,151.27,1.5,1582807680000.0,1582815900000.0,2
48,2,2.256694,False,tp_hit,352.68,3.5,1582828680000.0,1582877400000.0,3
49,2,2.186666,False,tp_hit,351.35,3.5,1582889340000.0,1582890840000.0,3
50,0,2.746671,False,tp_hit,50.3,0.5,1582891080000.0,1582896540000.0,1
51,2,2.238281,False,tp_hit,352.91,3.5,1582901880000.0,1582906140000.0,3
52,1,-0.334667,False,tp_hit,151.41,1.5,1582918260000.0,1582918680000.0,2
53,0,2.738658,False,tp_hit,50.37,0.5,1582918680000.0,1583103660000.0,1
54,0,2.731242,False,tp_hit,50.35,0.5,1583103780000.0,1583107800000.0,1
55,3,-1.370348,False,tp_hit,756.98,7.5,1583133720000.0,1583136480000.0,4
56,1,-0.34023,False,tp_hit,151.45,1.5,1583148720000.0,1583150820000.0,2
57,0,2.715,False,tp_hit,50.3,0.5,1583150880000.0,1583152380000.0,1
58,1,-0.242074,False,tp_hit,151.41,1.5,1583155020000.0,1583156220000.0,2
59,0,2.711086,False,tp_hit,50.36,0.5,1583156280000.0,1583156820000.0,1
60,0,2.714092,False,tp_hit,50.37,0.5,1583156880000.0,1583158020000.0,1
61,3,-1.093147,False,tp_hit,757.46,7.5,1583164620000.0,1583166840000.0,4
62,0,2.710756,False,tp_hit,50.43,0.5,1583167080000.0,1583169120000.0,1
63,0,2.706765,False,tp_hit,50.43,0.5,1583169180000.0,1583181300000.0,1
64,3,-1.463305,False,tp_hit,754.89,7.5,1583219640000.0,1583225340000.0,4
65,5,-5.430154,False,tp_hit,1561.9,15.6,1583247660000.0,1583247660000.0,6
66,0,2.716115,False,tp_hit,50.52,0.5,1583247720000.0,1583247900000.0,1
67,1,-0.237859,False,tp_hit,151.43,1.5,1583248620000.0,1583248800000.0,2
68,1,-0.376062,False,tp_hit,150.9,1.5,1583249460000.0,1583251920000.0,2
69,6,-7.046104,False,tp_hit,6392.17,64.7,1583312700000.0,1583319180000.0,7
70,1,-0.29905,False,tp_hit,150.81,1.5,1583326620000.0,1583332440000.0,2
71,1,-0.228159,False,tp_hit,151.39,1.5,1583333640000.0,1583337420000.0,2
72,1,-0.198191,False,tp_hit,151.4,1.5,1583400600000.0,1583408580000.0,2
73,5,-4.986394,False,tp_hit,3178.02,31.8,1583426520000.0,1583440200000.0,6
74,5,-4.186465,False,tp_hit,3175.42,31.8,1583481720000.0,1583483580000.0,6
75,1,-0.291464,False,tp_hit,151.23,1.5,1583487660000.0,1583489280000.0,2
76,0,2.669883,False,tp_hit,50.34,0.5,1583489400000.0,1583493180000.0,1
77,6,-8.765658,False,tp_hit,6401.3,64.7,1583503320000.0,1583506260000.0,7
78,1,-0.216282,False,tp_hit,150.43,1.5,1583507880000.0,1583508480000.0,2
79,6,-237.817049,True,max_level_bust,6372.61,64.4,1583527860000.0,1583701260000.0,7
80,3,-3.418485,False,tp_hit,736.56,7.5,1583706900000.0,1583707500000.0,4
81,2,2.081938,False,tp_hit,343.67,3.5,1583717040000.0,1583718600000.0,3
82,1,-1.368734,False,tp_hit,146.62,1.5,1583718660000.0,1583718720000.0,2
83,5,-10.211776,False,tp_hit,3083.23,31.7,1583721480000.0,1583722380000.0,6
84,0,2.578706,False,tp_hit,48.94,0.5,1583722500000.0,1583724600000.0,1
85,0,2.583693,False,tp_hit,49.04,0.5,1583724600000.0,1583725260000.0,1
86,2,1.9543,False,tp_hit,343.39,3.5,1583737560000.0,1583737740000.0,3
87,0,2.571205,False,tp_hit,49.05,0.5,1583737800000.0,1583739000000.0,1
88,3,-1.803431,False,tp_hit,733.83,7.5,1583740440000.0,1583741400000.0,4
89,1,-0.274827,False,tp_hit,146.83,1.5,1583743020000.0,1583745240000.0,2
90,1,-0.274573,False,tp_hit,147.38,1.5,1583747640000.0,1583748420000.0,2
91,0,2.57571,False,tp_hit,49.03,0.5,1583748600000.0,1583748900000.0,1
92,4,0.383526,False,tp_hit,1522.33,15.5,1583758680000.0,1583759520000.0,5
93,2,2.015659,False,tp_hit,342.44,3.5,1583761560000.0,1583761620000.0,3
94,1,-0.276865,False,tp_hit,146.67,1.5,1583761920000.0,1583761980000.0,2
95,0,2.578638,False,tp_hit,49.08,0.5,1583762100000.0,1583762760000.0,1
96,0,2.576246,False,tp_hit,49.06,0.5,1583763000000.0,1583763120000.0,1
97,3,-1.393612,False,tp_hit,737.3,7.5,1583771520000.0,1583772240000.0,4
98,6,-230.31713,True,max_level_bust,6231.76,64.9,1583784360000.0,1583786220000.0,7
99,3,-3.666498,False,tp_hit,717.35,7.5,1583794980000.0,1583797380000.0,4
100,0,2.518493,False,tp_hit,47.89,0.5,1583797440000.0,1583801580000.0,1
101,0,2.525298,False,tp_hit,47.94,0.5,1583801640000.0,1583804760000.0,1
102,0,2.521312,False,tp_hit,47.91,0.5,1583804940000.0,1583814900000.0,1
103,1,-0.361856,False,tp_hit,143.41,1.5,1583816640000.0,1583818260000.0,2
104,0,2.535601,False,tp_hit,47.96,0.5,1583818440000.0,1583820540000.0,1
105,4,-0.116272,False,tp_hit,1488.09,15.5,1583826060000.0,1583827200000.0,5
106,0,2.524775,False,tp_hit,47.91,0.5,1583827440000.0,1583830320000.0,1
107,2,2.074754,False,tp_hit,336.22,3.5,1583842080000.0,1583843700000.0,3
108,3,-1.161368,False,tp_hit,717.82,7.5,1583855700000.0,1583855880000.0,4
109,2,1.989791,False,tp_hit,335.11,3.5,1583856900000.0,1583858640000.0,3
110,4,-0.312162,False,tp_hit,1489.57,15.6,1583884140000.0,1583898120000.0,5
111,2,2.088307,False,tp_hit,335.42,3.5,1583910960000.0,1583914440000.0,3
112,0,2.542983,False,tp_hit,48.01,0.5,1583914680000.0,1583928600000.0,1
113,0,2.537525,False,tp_hit,47.96,0.5,1583928780000.0,1583935980000.0,1
114,1,-0.242491,False,tp_hit,143.64,1.5,1583938860000.0,1583939700000.0,2
115,0,2.553064,False,tp_hit,47.99,0.5,1583939880000.0,1583961600000.0,1
116,0,2.558952,False,tp_hit,48.05,0.5,1583961720000.0,1583975640000.0,1
117,0,2.55153,False,tp_hit,48.03,0.5,1583975760000.0,1583976540000.0,1
118,1,-0.266776,False,tp_hit,143.91,1.5,1583980800000.0,1584001380000.0,2
119,0,2.558016,False,tp_hit,48.03,0.5,1584001560000.0,1584006660000.0,1
120,6,-20.915354,False,tp_hit,3020.52,31.7,1584017160000.0,1584017160000.0,7
121,0,2.558506,False,tp_hit,48.03,0.5,1584017160000.0,1584017460000.0,1
122,1,-0.424323,False,tp_hit,143.42,1.5,1584017640000.0,1584017760000.0,2
123,0,2.565721,False,tp_hit,47.96,0.5,1584017760000.0,1584018180000.0,1
124,6,-13.045107,False,tp_hit,6074.68,64.0,1584021660000.0,1584021900000.0,7
125,0,2.570333,False,tp_hit,47.85,0.5,1584021960000.0,1584022260000.0,1
126,1,-0.294536,False,tp_hit,144.01,1.5,1584022320000.0,1584023220000.0,2
127,0,2.573073,False,tp_hit,47.86,0.5,1584023460000.0,1584023820000.0,1
128,0,2.579386,False,tp_hit,47.92,0.5,1584024060000.0,1584025800000.0,1
129,2,1.970071,False,tp_hit,335.06,3.5,1584027300000.0,1584027660000.0,3
130,2,2.046934,False,tp_hit,335.97,3.5,1584030720000.0,1584031920000.0,3
131,0,2.58507,False,tp_hit,47.92,0.5,1584032160000.0,1584032340000.0,1
132,3,-1.499966,False,tp_hit,720.57,7.5,1584033720000.0,1584034320000.0,4
133,4,-0.435038,False,tp_hit,1482.94,15.5,1584037680000.0,1584037800000.0,5
134,0,2.577071,False,tp_hit,47.99,0.5,1584037860000.0,1584038460000.0,1
135,2,2.01045,False,tp_hit,336.26,3.5,1584040560000.0,1584043800000.0,3
136,0,2.566843,False,tp_hit,47.97,0.5,1584043860000.0,1584044820000.0,1
137,2,1.61847,False,tp_hit,336.41,3.5,1584046560000.0,1584047400000.0,3
138,0,2.573739,False,tp_hit,47.95,0.5,1584047520000.0,1584058860000.0,1
139,1,-0.366627,False,tp_hit,144.36,1.5,1584062400000.0,1584068280000.0,2
140,2,1.938049,False,tp_hit,335.55,3.5,1584077520000.0,1584084180000.0,3
141,0,2.578031,False,tp_hit,48.05,0.5,1584084420000.0,1584087360000.0,1
142,0,2.572714,False,tp_hit,47.98,0.5,1584087420000.0,1584088020000.0,1
143,2,2.009783,False,tp_hit,335.74,3.5,1584091620000.0,1584096060000.0,3
144,0,2.584138,False,tp_hit,48.09,0.5,1584096120000.0,1584101100000.0,1
145,1,-0.330389,False,tp_hit,143.97,1.5,1584101640000.0,1584103860000.0,2
146,0,2.59162,False,tp_hit,48.02,0.5,1584103920000.0,1584105180000.0,1
147,2,2.015426,False,tp_hit,336.28,3.5,1584109440000.0,1584115080000.0,3
148,3,-1.245488,False,tp_hit,722.83,7.5,1584118800000.0,1584119400000.0,4
149,0,2.599242,False,tp_hit,48.06,0.5,1584119520000.0,1584121140000.0,1
150,5,-24.134475,False,tp_hit,3031.93,31.7,1584306060000.0,1584306120000.0,6
151,1,-1.337734,False,tp_hit,144.16,1.5,1584306180000.0,1584306240000.0,2
152,0,2.576568,False,tp_hit,47.92,0.5,1584306420000.0,1584306960000.0,1
153,1,-1.382899,False,tp_hit,144.19,1.5,1584307140000.0,1584307320000.0,2
154,6,-271.03225,True,max_level_bust,6084.44,65.1,1584310020000.0,1584310320000.0,7
155,0,2.499897,False,tp_hit,46.56,0.5,1584310320000.0,1584310740000.0,1
156,2,-0.187892,False,tp_hit,326.8,3.5,1584313140000.0,1584315600000.0,3
157,0,2.499333,False,tp_hit,46.58,0.5,1584315720000.0,1584316440000.0,1
158,4,-3.330281,False,tp_hit,1442.56,15.5,1584318840000.0,1584319380000.0,5
159,2,1.654283,False,tp_hit,325.76,3.5,1584320520000.0,1584321840000.0,3
160,4,-3.301357,False,tp_hit,1448.35,15.6,1584328920000.0,1584339360000.0,5
161,3,-1.921324,False,tp_hit,700.53,7.5,1584344220000.0,1584345000000.0,4
162,1,-0.344436,False,tp_hit,140.11,1.5,1584345780000.0,1584347340000.0,2
163,4,-0.214207,False,tp_hit,1441.9,15.5,1584351240000.0,1584353880000.0,5
164,4,-0.362231,False,tp_hit,1442.75,15.6,1584362760000.0,1584364920000.0,5
165,0,2.510862,False,tp_hit,46.57,0.5,1584364920000.0,1584365580000.0,1
166,2,1.840864,False,tp_hit,326.05,3.5,1584366840000.0,1584368760000.0,3
167,2,2.015946,False,tp_hit,326.91,3.5,1584372360000.0,1584374760000.0,3
168,6,-10.496652,False,tp_hit,5910.97,64.5,1584428700000.0,1584433200000.0,7
169,1,-0.262951,False,tp_hit,139.34,1.5,1584435660000.0,1584439440000.0,2
170,1,-0.361406,False,tp_hit,139.28,1.5,1584440580000.0,1584441960000.0,2
171,0,2.531173,False,tp_hit,46.54,0.5,1584442140000.0,1584443520000.0,1
172,0,2.538199,False,tp_hit,46.59,0.5,1584443640000.0,1584444720000.0,1
173,1,-0.247547,False,tp_hit,139.39,1.5,1584445680000.0,1584448200000.0,2
174,0,2.545462,False,tp_hit,46.58,0.5,1584448440000.0,1584452040000.0,1
175,0,2.540891,False,tp_hit,46.59,0.5,1584452040000.0,1584455280000.0,1
176,6,-228.802454,True,max_level_bust,5912.9,64.9,1584464220000.0,1584464940000.0,7
177,1,-0.277301,False,tp_hit,136.7,1.5,1584469200000.0,1584501840000.0,2
178,1,-0.297241,False,tp_hit,136.12,1.5,1584514380000.0,1584517680000.0,2
179,0,2.483252,False,tp_hit,45.45,0.5,1584517860000.0,1584521640000.0,1
180,0,2.487851,False,tp_hit,45.5,0.5,1584521760000.0,1584522300000.0,1
181,2,1.864749,False,tp_hit,317.9,3.5,1584530160000.0,1584534180000.0,3
182,0,2.487476,False,tp_hit,45.46,0.5,1584534360000.0,1584536340000.0,1
183,2,1.941922,False,tp_hit,318.0,3.5,1584537300000.0,1584538980000.0,3
184,0,2.50413,False,tp_hit,45.52,0.5,1584539160000.0,1584540120000.0,1
185,1,-0.280425,False,tp_hit,136.27,1.5,1584541260000.0,1584543540000.0,2
186,3,-1.55572,False,tp_hit,681.68,7.5,1584545940000.0,1584547080000.0,4
187,0,2.519358,False,tp_hit,45.51,0.5,1584547260000.0,1584550380000.0,1
188,0,2.525451,False,tp_hit,45.54,0.5,1584550560000.0,1584552420000.0,1
189,3,-1.572998,False,tp_hit,684.15,7.5,1584555540000.0,1584555840000.0,4
190,0,2.513142,False,tp_hit,45.56,0.5,1584555960000.0,1584559920000.0,1
191,0,2.508389,False,tp_hit,45.57,0.5,1584560160000.0,1584564840000.0,1
192,1,-0.344434,False,tp_hit,136.94,1.5,1584572160000.0,1584572640000.0,2
193,0,2.489648,False,tp_hit,45.5,0.5,1584572700000.0,1584572820000.0,1
194,0,2.495558,False,tp_hit,45.6,0.5,1584573000000.0,1584574680000.0,1
195,1,-0.548471,False,tp_hit,136.48,1.5,1584574980000.0,1584576120000.0,2
196,1,-0.322517,False,tp_hit,136.46,1.5,1584578100000.0,1584580380000.0,2
197,6,-229.915063,True,max_level_bust,5782.82,65.0,1584588900000.0,1584598560000.0,7
198,1,-0.355241,False,tp_hit,132.86,1.5,1584602280000.0,1584602940000.0,2
199,0,2.446547,False,tp_hit,44.37,0.5,1584603000000.0,1584603540000.0,1
200,1,-0.402527,False,tp_hit,132.77,1.5,1584605340000.0,1584605400000.0,2
201,0,2.462279,False,tp_hit,44.38,0.5,1584605400000.0,1584605820000.0,1
202,2,1.70539,False,tp_hit,310.84,3.5,1584608160000.0,1584611040000.0,3
203,1,-0.386499,False,tp_hit,133.09,1.5,1584612060000.0,1584615480000.0,2
204,0,2.47291,False,tp_hit,44.49,0.5,1584615600000.0,1584616080000.0,1
205,0,2.46895,False,tp_hit,44.42,0.5,1584616200000.0,1584616860000.0,1
206,6,-9.281122,False,tp_hit,5654.49,64.4,1584621900000.0,1584622440000.0,7
207,1,-0.375758,False,tp_hit,133.39,1.5,1584622560000.0,1584622620000.0,2
208,6,-11.580978,False,tp_hit,5632.21,64.6,1584628200000.0,1584630360000.0,7
209,2,1.770848,False,tp_hit,309.77,3.5,1584632280000.0,1584632820000.0,3
210,1,-0.266665,False,tp_hit,132.74,1.5,1584633420000.0,1584633540000.0,2
211,0,2.488085,False,tp_hit,44.38,0.5,1584633600000.0,1584636000000.0,1
212,0,2.494821,False,tp_hit,44.42,0.5,1584636000000.0,1584636300000.0,1
213,0,2.492009,False,tp_hit,44.36,0.5,1584636300000.0,1584637200000.0,1
214,0,2.498634,False,tp_hit,44.44,0.5,1584637200000.0,1584637920000.0,1
215,0,2.494833,False,tp_hit,44.45,0.5,1584638100000.0,1584639120000.0,1
216,1,-0.314942,False,tp_hit,133.1,1.5,1584639960000.0,1584642960000.0,2
217,6,-246.678701,True,max_level_bust,5634.68,65.2,1584652560000.0,1584652920000.0,7
218,1,-0.427771,False,tp_hit,129.74,1.5,1584667380000.0,1584668520000.0,2
219,3,-1.882854,False,tp_hit,648.79,7.5,1584669840000.0,1584679380000.0,4
220,3,-1.701036,False,tp_hit,648.67,7.5,1584689160000.0,1584690000000.0,4
221,2,1.84956,False,tp_hit,301.55,3.5,1584691440000.0,1584696060000.0,3
222,1,-0.330349,False,tp_hit,129.17,1.5,1584697080000.0,1584697560000.0,2
223,5,-6.622709,False,tp_hit,2724.18,31.8,1584706200000.0,1584708240000.0,6
224,1,-0.283264,False,tp_hit,129.06,1.5,1584708660000.0,1584709080000.0,2
225,0,2.415873,False,tp_hit,43.08,0.5,1584709200000.0,1584710760000.0,1
226,0,2.420732,False,tp_hit,43.16,0.5,1584711000000.0,1584711480000.0,1
227,2,1.816028,False,tp_hit,302.38,3.5,1584712860000.0,1584713880000.0,3
228,0,2.410097,False,tp_hit,43.11,0.5,1584714000000.0,1584715320000.0,1
229,0,2.415762,False,tp_hit,43.2,0.5,1584715500000.0,1584716700000.0,1
230,0,2.411579,False,tp_hit,43.15,0.5,1584716700000.0,1584717960000.0,1
231,0,2.416177,False,tp_hit,43.2,0.5,1584718200000.0,1584719580000.0,1
232,0,2.423859,False,tp_hit,43.16,0.5,1584719700000.0,1584719820000.0,1
233,2,1.250352,False,tp_hit,302.18,3.5,1584721800000.0,1584722760000.0,3
234,2,1.936353,False,tp_hit,302.01,3.5,1584726780000.0,1584729120000.0,3
235,5,-7.085962,False,tp_hit,2728.41,31.7,1584733560000.0,1584735300000.0,6
236,2,1.591999,False,tp_hit,301.81,3.5,1584915060000.0,1584915840000.0,3
237,1,-0.382121,False,tp_hit,129.86,1.5,1584918600000.0,1584920880000.0,2
238,4,-1.866049,False,tp_hit,1342.48,15.6,1584927600000.0,1584932340000.0,5
239,1,-0.352469,False,tp_hit,129.9,1.5,1584940920000.0,1584944880000.0,2
240,1,-0.323216,False,tp_hit,129.12,1.5,1584946140000.0,1584946320000.0,2
241,0,2.416301,False,tp_hit,43.22,0.5,1584946380000.0,1584946800000.0,1
242,1,-0.299535,False,tp_hit,129.36,1.5,1584948060000.0,1584949560000.0,2
243,0,2.420154,False,tp_hit,43.16,0.5,1584949680000.0,1584955560000.0,1
244,4,-0.325409,False,tp_hit,647.66,7.5,1584964860000.0,1584964860000.0,5
245,1,-0.349323,False,tp_hit,130.25,1.5,1584965160000.0,1584965820000.0,2
246,2,1.68486,False,tp_hit,301.98,3.5,1584966720000.0,1584966960000.0,3
247,0,2.41001,False,tp_hit,43.23,0.5,1584967080000.0,1584967980000.0,1
248,0,2.403656,False,tp_hit,43.19,0.5,1584967980000.0,1584969120000.0,1
249,2,1.889958,False,tp_hit,303.05,3.5,1584971160000.0,1584971880000.0,3
250,0,2.403991,False,tp_hit,43.25,0.5,1584971880000.0,1584973260000.0,1
251,1,-0.227409,False,tp_hit,130.03,1.5,1584973920000.0,1584974640000.0,2
252,1,-0.315013,False,tp_hit,129.56,1.5,1584976980000.0,1584977580000.0,2
253,1,-0.244977,False,tp_hit,129.6,1.5,1584978480000.0,1584981420000.0,2
254,1,-0.267339,False,tp_hit,130.08,1.5,1584982320000.0,1584984240000.0,2
255,1,-0.339432,False,tp_hit,129.34,1.5,1584986160000.0,1584988680000.0,2
256,1,-0.289783,False,tp_hit,130.09,1.5,1585005720000.0,1585010280000.0,2
257,1,-0.286225,False,tp_hit,130.06,1.5,1585011240000.0,1585012080000.0,2
258,1,-0.426806,False,tp_hit,129.56,1.5,1585013040000.0,1585027980000.0,2
259,1,-0.389435,False,tp_hit,130.1,1.5,1585031400000.0,1585032420000.0,2
260,1,-0.364301,False,tp_hit,129.48,1.5,1585032780000.0,1585033320000.0,2
261,0,2.394221,False,tp_hit,43.23,0.5,1585033560000.0,1585039560000.0,1
262,0,2.400166,False,tp_hit,43.3,0.5,1585039560000.0,1585043160000.0,1
263,0,2.39536,False,tp_hit,43.31,0.5,1585043160000.0,1585044240000.0,1
264,0,2.390465,False,tp_hit,43.32,0.5,1585044360000.0,1585047720000.0,1
265,1,-0.293995,False,tp_hit,129.61,1.5,1585048560000.0,1585051680000.0,2
266,3,-1.433554,False,tp_hit,647.76,7.5,1585057020000.0,1585057200000.0,4
267,4,-0.396272,False,tp_hit,1340.35,15.6,1585059420000.0,1585060380000.0,5
268,0,2.409805,False,tp_hit,43.31,0.5,1585060560000.0,1585063500000.0,1
269,2,1.919209,False,tp_hit,303.44,3.5,1585065240000.0,1585066020000.0,3
270,1,-0.275987,False,tp_hit,129.57,1.5,1585066800000.0,1585068120000.0,2
271,0,2.410273,False,tp_hit,43.33,0.5,1585068360000.0,1585071900000.0,1
272,1,-0.300012,False,tp_hit,130.29,1.5,1585081800000.0,1585088700000.0,2
273,0,2.404433,False,tp_hit,43.3,0.5,1585088940000.0,1585096440000.0,1
274,2,1.736301,False,tp_hit,303.88,3.5,1585097700000.0,1585101420000.0,3
275,0,2.405827,False,tp_hit,43.36,0.5,1585101600000.0,1585121760000.0,1
276,2,1.902682,False,tp_hit,304.01,3.5,1585125360000.0,1585129680000.0,3
277,1,-0.304496,False,tp_hit,129.72,1.5,1585132680000.0,1585134060000.0,2
278,2,1.886693,False,tp_hit,302.94,3.5,1585143780000.0,1585150020000.0,3
279,1,-0.275577,False,tp_hit,130.41,1.5,1585151880000.0,1585152000000.0,2
280,0,2.401143,False,tp_hit,43.37,0.5,1585152000000.0,1585155300000.0,1
281,1,-0.308115,False,tp_hit,130.44,1.5,1585160340000.0,1585182900000.0,2
282,0,2.388037,False,tp_hit,43.35,0.5,1585182960000.0,1585183320000.0,1
283,3,-1.195878,False,tp_hit,652.04,7.5,1585209960000.0,1585219380000.0,4
284,2,1.863215,False,tp_hit,303.11,3.5,1585224240000.0,1585226100000.0,3
285,0,2.380413,False,tp_hit,43.41,0.5,1585226160000.0,1585227360000.0,1
286,0,2.37635,False,tp_hit,43.43,0.5,1585227360000.0,1585227960000.0,1
287,4,-0.176608,False,tp_hit,1348.34,15.6,1585234680000.0,1585234980000.0,5
288,3,-1.250998,False,tp_hit,651.98,7.5,1585238220000.0,1585241580000.0,4
289,5,-5.559489,False,tp_hit,2739.43,31.7,1585277640000.0,1585280460000.0,6
290,0,2.349342,False,tp_hit,43.36,0.5,1585280700000.0,1585290720000.0,1
291,1,-0.271222,False,tp_hit,129.94,1.5,1585293720000.0,1585299420000.0,2
292,4,-0.587433,False,tp_hit,1342.1,15.5,1585310160000.0,1585312680000.0,5
293,2,1.881164,False,tp_hit,304.02,3.5,1585317780000.0,1585318260000.0,3
294,0,2.365826,False,tp_hit,43.34,0.5,1585318500000.0,1585319880000.0,1
295,0,2.369044,False,tp_hit,43.41,0.5,1585320000000.0,1585321260000.0,1
296,1,-0.223373,False,tp_hit,130.56,1.5,1585322280000.0,1585324200000.0,2
297,0,2.357234,False,tp_hit,43.44,0.5,1585324200000.0,1585325160000.0,1
298,0,2.352806,False,tp_hit,43.45,0.5,1585325400000.0,1585331640000.0,1
299,0,2.348904,False,tp_hit,43.47,0.5,1585331700000.0,1585335540000.0,1
300,0,2.344541,False,tp_hit,43.48,0.5,1585335600000.0,1585340160000.0,1
301,0,2.33943,False,tp_hit,43.41,0.5,1585340400000.0,1585515660000.0,1
302,2,1.682607,False,tp_hit,303.72,3.5,1585528380000.0,1585529700000.0,3
303,3,-1.514025,False,tp_hit,651.27,7.5,1585548540000.0,1585551600000.0,4
304,0,2.353766,False,tp_hit,43.48,0.5,1585551840000.0,1585563600000.0,1
305,0,2.358852,False,tp_hit,43.49,0.5,1585563840000.0,1585570320000.0,1
306,0,2.364334,False,tp_hit,43.45,0.5,1585570440000.0,1585573140000.0,1
307,3,-1.271934,False,tp_hit,653.94,7.5,1585591860000.0,1585599960000.0,4
308,0,2.362116,False,tp_hit,43.46,0.5,1585600140000.0,1585603740000.0,1
309,2,0.769841,False,tp_hit,304.5,3.5,1585610280000.0,1585616100000.0,3
310,2,1.866163,False,tp_hit,304.35,3.5,1585631160000.0,1585644780000.0,3
311,0,2.376353,False,tp_hit,43.48,0.5,1585644840000.0,1585650180000.0,1
312,4,0.390567,False,tp_hit,1351.97,15.6,1585664040000.0,1585665420000.0,5
313,0,2.378602,False,tp_hit,43.52,0.5,1585665540000.0,1585666020000.0,1
314,1,-0.224911,False,tp_hit,130.94,1.5,1585666560000.0,1585667760000.0,2
315,2,1.844135,False,tp_hit,304.33,3.5,1585671120000.0,1585673160000.0,3
316,0,2.382265,False,tp_hit,43.57,0.5,1585673340000.0,1585677420000.0,1
317,2,1.944204,False,tp_hit,304.48,3.5,1585721940000.0,1585724400000.0,3
318,1,-0.248608,False,tp_hit,130.46,1.5,1585726980000.0,1585729200000.0,2
319,3,-1.117442,False,tp_hit,653.14,7.5,1585743720000.0,1585763400000.0,4
320,0,2.39721,False,tp_hit,43.59,0.5,1585763580000.0,1585764060000.0,1
